,id,fullname,Height,Weight,Reach,STANCE,DOB,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg,lastupdated,HightCM,WeightKG,ReachCM
1285,60029bcf496bd707,Soa Palelei,"6' 4""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",2.47,57%,2.68,48%,2.20,47%,66%,0.0,2022-03-31 21:46:11.970931,193.04,120.2,205.74
1286,f95381efb3051d81,Hugo Viana,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982",3.05,38%,3.20,57%,0.22,6%,50%,0.0,2022-03-31 21:46:11.970931,167.64,61.23,170.18
1287,22aa91e402d0fe1f,Ramsey Nijem,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988",3.05,44%,1.62,62%,5.32,62%,55%,1.1,2022-03-31 21:46:11.970931,180.34,70.31,190.5
1288,a7ddae0be8b78147,Jessamyn Duke,"5' 11""",135 lbs.,"73""",Orthodox,"Jun 24, 1986",4.83,53%,4.43,57%,1.27,36%,50%,1.9,2022-03-31 21:46:11.970931,180.34,61.23,185.42
1289,19db7ac26308178f,Ivan Jorge,"5' 9""",155 lbs.,"73""",Orthodox,"Nov 07, 1980",3.41,49%,2.91,59%,1.56,16%,75%,0.6,2022-03-31 21:46:11.970931,175.26,70.31,185.42
1290,9310418684bc896f,Pawel Pawlak,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 08, 1989",1.67,33%,2.22,53%,1.00,37%,70%,0.0,2022-03-31 21:46:11.970931,182.88,77.11,185.42
1291,8bbc0cfc01bc1ba1,Leonardo Mafra,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 25, 1989",4.55,48%,4.38,43%,2.12,83%,69%,0.4,2022-03-31 21:46:11.970931,177.8,70.31,177.8
1292,8bb6f4479685bbcc,Vaughan Lee,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982",3.47,47%,2.07,70%,0.81,33%,72%,1.0,2022-03-31 21:46:11.970931,167.64,56.7,167.64
1293,523f6ad11dbe9b53,Hans Stringer,"6' 3""",205 lbs.,--,Orthodox,"Jul 06, 1987",3.16,61%,2.84,41%,2.40,36%,62%,0.0,2022-03-31 21:46:11.970931,190.5,92.99,
1294,3f56b99447f00607,Paul Redmond,"5' 10""",145 lbs.,--,Orthodox,"Oct 20, 1986",0.72,34%,2.99,41%,0.00,0%,50%,0.0,2022-03-31 21:46:11.970931,177.8,65.77,
1295,81801f57bd0a7c41,Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985",3.97,35%,3.64,56%,0.56,100%,80%,0.0,2022-03-31 21:46:11.970931,162.56,61.23,180.34
1296,a566371ba2ad7152,Josh Thomson,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",2.59,47%,2.12,64%,1.92,39%,54%,1.3,2022-03-31 21:46:11.970931,177.8,70.31,180.34
1297,dbea8c1cb327ab3d,Igor Araujo,"6' 1""",170 lbs.,"77""",Orthodox,"Dec 06, 1980",1.52,42%,2.86,49%,0.86,15%,22%,0.6,2022-03-31 21:46:11.970931,185.42,77.11,195.58
1298,7c6e87729e824ef4,Ildemar Alcantara,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 18, 1982",1.93,38%,2.63,50%,2.00,68%,81%,0.9,2022-03-31 21:46:11.970931,187.96,83.91,198.12
1299,8a70ceb3edbe757b,Andrew Craig,"6' 1""",170 lbs.,"76""",Orthodox,"Jan 15, 1986",2.39,40%,3.01,50%,0.53,37%,72%,0.0,2022-03-31 21:46:11.970931,185.42,77.11,193.04
1300,d0c29452d3272603,Dan Miller,"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981",2.03,36%,3.06,49%,1.67,54%,47%,1.8,2022-03-31 21:46:11.970931,185.42,83.91,187.96
1301,bffeb123b21c9aad,Darrell Montague,"5' 6""",125 lbs.,"67""",Southpaw,"Nov 03, 1987",1.92,25%,5.38,52%,0.72,25%,33%,1.4,2022-03-31 21:46:11.970931,167.64,56.7,170.18
1302,9fe85152f351e737,Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2.36,37%,2.29,54%,1.06,50%,61%,0.6,2022-03-31 21:46:11.970931,185.42,77.11,195.58
1303,3e61082025db8137,Yosdenis Cedeno,"5' 8""",155 lbs.,"69""",Orthodox,"Feb 12, 1985",1.64,29%,1.60,67%,0.00,0%,31%,0.3,2022-03-31 21:46:11.970931,172.72,70.31,175.26
1304,8cad40a75e5c97f5,Eddie Gordon,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983",2.03,32%,2.57,60%,1.93,83%,63%,0.0,2022-03-31 21:46:11.970931,182.88,83.91,193.04
1305,e82d5f54daa85a7e,Joe Merritt,"6' 0""",170 lbs.,--,Orthodox,"Mar 07, 1984",1.53,58%,0.73,66%,0.00,0%,68%,0.0,2022-03-31 21:46:11.970931,182.88,77.11,
1306,2ff2e6e5abea3e53,Lewis Gonzalez,"5' 10""",170 lbs.,--,Orthodox,"Sep 19, 1987",1.40,37%,1.87,41%,2.00,33%,62%,0.0,2022-03-31 21:46:11.970931,177.8,77.11,
1307,f2ad06f1007c481a,Alan Omer,"5' 10""",145 lbs.,--,Orthodox,"Sep 14, 1988",3.49,55%,2.21,64%,1.69,42%,66%,0.0,2022-03-31 21:46:11.970931,177.8,65.77,
1308,39cc64bf0a269db9,Niklas Backstrom,"6' 1""",145 lbs.,--,Orthodox,"Aug 22, 1989",1.12,41%,3.65,40%,2.92,80%,72%,2.2,2022-03-31 21:46:11.970931,185.42,65.77,
1309,81b8b3fb019dc69d,Antonio Dos Santos,"5' 10""",185 lbs.,--,Orthodox,"Jul 21, 1988",5.40,51%,3.94,43%,0.00,0%,100%,0.0,2022-03-31 21:46:11.970931,177.8,83.91,
1310,32ba186f4b0e3267,Brian Ebersole,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 27, 1980",2.32,49%,2.14,56%,1.70,23%,61%,0.1,2022-03-31 21:46:11.970931,182.88,77.11,185.42
1311,e56daf7725a0b5ab,Justin Edwards,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983",2.68,42%,3.32,51%,2.14,26%,27%,1.0,2022-03-31 21:46:11.970931,177.8,70.31,177.8
1312,aa6e591c2a2cdecd,Ricardo Abreu,"5' 11""",185 lbs.,--,Orthodox,"Apr 27, 1984",3.79,31%,3.98,68%,2.13,42%,100%,0.7,2022-03-31 21:46:11.970931,180.34,83.91,
1313,45230be0641f3f53,Leonardo Morales,"5' 8""",135 lbs.,--,Southpaw,"Dec 22, 1992",2.05,47%,2.05,58%,0.00,0%,62%,0.0,2022-03-31 21:46:11.970931,172.72,61.23,
1314,bc3ec52ef70fc155,Ryan Jimmo,"6' 1""",205 lbs.,"73""",Orthodox,"Nov 27, 1981",3.12,66%,2.77,46%,0.45,28%,87%,0.0,2022-03-31 21:46:11.970931,185.42,92.99,185.42
1315,32c03df3c9760069,Wendell Oliveira Marques,"5' 10""",170 lbs.,--,Orthodox,"Jun 01, 1983",3.77,47%,4.40,47%,0.00,0%,100%,0.0,2022-03-31 21:46:11.970931,177.8,77.11,
1316,2153a7f8396a46cc,Luiz Dutra,"5' 11""",170 lbs.,--,Orthodox,"May 06, 1982",3.92,50%,4.80,41%,0.00,0%,100%,0.0,2022-03-31 21:46:11.970931,180.34,77.11,
1317,f65dcb22dada2223,Josh Sampo,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984",1.99,36%,2.96,55%,1.06,33%,40%,2.1,2022-03-31 21:46:11.970931,162.56,56.7,162.56
1318,05560764359161e4,Constantinos Philippou,"5' 11""",185 lbs.,"73""",Orthodox,"Nov 29, 1979",2.19,35%,2.73,54%,0.40,42%,65%,0.3,2022-03-31 21:46:11.970931,180.34,83.91,185.42
1319,179f1948dc234f1f,Mark Munoz,"6' 0""",185 lbs.,"71""",Orthodox,"Feb 09, 1978",3.12,51%,2.26,57%,3.17,29%,57%,0.6,2022-03-31 21:46:11.970931,182.88,83.91,180.34
1320,172c2135e70f87b7,Luke Barnatt,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",4.43,36%,3.87,59%,0.63,42%,63%,0.4,2022-03-31 21:46:11.970931,198.12,83.91,195.58
1321,7b310409440c9102,Zhang Lipeng,"5' 11""",155 lbs.,"71""",Southpaw,"Mar 10, 1990",1.28,48%,1.88,53%,1.75,30%,69%,0.8,2022-03-31 21:46:11.970931,180.34,70.31,180.34
1322,b9c03e7a4557e542,Royston Wee,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 15, 1986",1.10,60%,2.45,49%,3.38,81%,0%,0.0,2022-03-31 21:46:11.970931,170.18,61.23,170.18
1323,57887765f831e228,Roldan Sangcha'an,"5' 4""",125 lbs.,--,Orthodox,"Dec 04, 1990",2.71,46%,2.15,51%,1.94,60%,68%,0.0,2022-03-31 21:46:11.970931,162.56,56.7,
1324,9eb069062a0cfc13,Nolan Ticman,"5' 6""",125 lbs.,--,Orthodox,"May 17, 1988",2.57,47%,2.53,67%,0.00,0%,60%,0.0,2022-03-31 21:46:11.970931,167.64,56.7,
1325,ef7fa30364cbe7f2,Hatsu Hioki,"5' 11""",145 lbs.,"73""",Orthodox,"Jul 18, 1983",2.42,42%,2.12,65%,2.55,56%,54%,0.6,2022-03-31 21:46:11.970931,180.34,65.77,185.42
1326,77350fd0e6d1dba8,Lisa Ellis,"5' 4""",115 lbs.,--,,"Nov 15, 1982",1.68,48%,2.32,57%,4.19,63%,50%,0.6,2022-03-31 21:46:11.970931,162.56,52.16,
1327,00debc804e2b1cd4,Dylan Andrews,"6' 1""",185 lbs.,"74""",Switch,"Nov 15, 1979",2.21,50%,2.72,46%,2.83,50%,57%,0.4,2022-03-31 21:46:11.970931,185.42,83.91,187.96
1328,1e7483dbff40b84b,Vik Grujic,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 06, 1977",2.24,48%,3.39,41%,1.18,33%,26%,0.4,2022-03-31 21:46:11.970931,180.34,77.11,185.42
1329,e18a19001a3f7c7d,Alptekin Ozkilic,"5' 5""",125 lbs.,"65""",Orthodox,"Mar 27, 1986",3.81,32%,5.72,59%,4.21,58%,75%,0.0,2022-03-31 21:46:11.970931,165.1,56.7,165.1
1330,ffc088e64fab57e9,Quinton Jackson,"6' 1""",205 lbs.,"73""",Orthodox,"Jun 20, 1978",3.25,54%,2.51,55%,1.52,56%,73%,0.1,2022-03-31 21:46:11.970931,185.42,92.99,185.42
1331,49f4b511932f71e9,David Michaud,"5' 9""",155 lbs.,--,Orthodox,"Nov 10, 1988",3.25,43%,4.45,54%,2.53,58%,77%,0.7,2022-03-31 21:46:11.970931,175.26,70.31,
1332,e5ecaf884b6da2bc,Chris Clements,"5' 10""",170 lbs.,"70""",Orthodox,"Feb 09, 1976",3.20,49%,2.37,44%,0.00,0%,32%,0.3,2022-03-31 21:46:11.970931,177.8,77.11,177.8
1333,ffdeb4fbea09ce75,Jessica Rakoczy,"5' 7""",115 lbs.,--,Orthodox,"Apr 14, 1977",2.50,44%,3.55,64%,0.75,20%,0%,0.8,2022-03-31 21:46:11.970931,170.18,52.16,
1334,893d51aaf024eddd,Jimy Hettes,"5' 9""",145 lbs.,"71""",Southpaw,"Jun 09, 1987",3.47,57%,3.50,57%,5.20,44%,61%,1.4,2022-03-31 21:46:11.970931,175.26,65.77,180.34
1335,c32fb8c0f6471a4d,Mirko Filipovic,"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974",2.11,50%,1.89,63%,0.19,40%,78%,0.3,2022-03-31 21:46:11.970931,187.96,104.33,185.42
1336,fd5b6598a3b70c0a,Seth Baczynski,"6' 3""",170 lbs.,"75""",Orthodox,"Oct 26, 1981",3.08,31%,3.14,51%,0.89,16%,48%,0.8,2022-03-31 21:46:11.970931,190.5,77.11,190.5
1337,4fcf6e0c4e0e6664,Izabela Badurek,"5' 5""",115 lbs.,--,Orthodox,"Jul 11, 1991",3.74,71%,4.90,32%,1.75,12%,100%,0.0,2022-03-31 21:46:11.970931,165.1,52.16,
1338,5c2ce761399dc9c5,Marcin Bandel,"5' 10""",155 lbs.,--,Orthodox,"Oct 10, 1989",0.79,50%,5.26,23%,0.00,0%,0%,0.0,2022-03-31 21:46:11.970931,177.8,70.31,
1339,0d1c163b206e8c5f,Rocky Lee,"5' 9""",145 lbs.,--,Orthodox,"Apr 08, 1987",2.47,51%,5.33,44%,1.00,10%,33%,0.0,2022-03-31 21:46:11.970931,175.26,65.77,
1340,960d6cae8879ba2b,Robert Peralta,"5' 8""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",3.76,44%,2.97,53%,0.59,66%,65%,0.0,2022-03-31 21:46:11.970931,172.72,65.77,180.34
1341,9b75954db8db2a08,Justin Jones,"5' 11""",185 lbs.,--,Orthodox,"Sep 06, 1987",1.70,36%,3.17,45%,1.00,15%,46%,0.5,2022-03-31 21:46:11.970931,180.34,83.91,
1342,dd37fd509af89f15,Josh Koscheck,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977",1.79,36%,2.27,63%,2.46,48%,64%,0.4,2022-03-31 21:46:11.970931,177.8,77.11,185.42
1343,8ef4a91ac694b7ce,Shayna Baszler,"5' 7""",135 lbs.,--,Orthodox,"Aug 08, 1980",2.49,30%,6.36,51%,0.67,18%,44%,1.3,2022-03-31 21:46:11.970931,170.18,61.23,
1344,064b7dc68d786254,Cain Carrizosa,"5' 8""",155 lbs.,--,Orthodox,"Jul 22, 1986",2.72,42%,5.80,51%,0.00,0%,14%,0.0,2022-03-31 21:46:11.970931,172.72,70.31,
1345,ddf3e0ea10ea6d8c,Jorge de Oliveira,"5' 8""",155 lbs.,--,Orthodox,"Jan 22, 1980",1.26,31%,4.84,48%,0.00,0%,22%,0.0,2022-03-31 21:46:11.970931,172.72,70.31,
1346,abd2109bc4cb0291,Bentley Syler,"5' 4""",125 lbs.,--,Orthodox,"Dec 22, 1982",1.30,18%,1.73,79%,0.00,0%,75%,0.0,2022-03-31 21:46:11.970931,162.56,56.7,
1347,3a12a2f096a6d975,Roger Narvaez,"6' 3""",185 lbs.,--,Southpaw,"Sep 09, 1983",2.12,37%,3.32,64%,0.00,0%,50%,0.9,2022-03-31 21:46:11.970931,190.5,83.91,
1348,3aa794cbe1e3484b,Josh Copeland,"6' 1""",265 lbs.,--,Orthodox,"Oct 20, 1982",1.03,31%,3.01,55%,0.00,0%,57%,0.0,2022-03-31 21:46:11.970931,185.42,120.2,
1349,33e00249ef08d3a4,Jake Lindsey,"5' 11""",155 lbs.,--,Switch,"Jun 21, 1986",3.44,52%,4.01,46%,0.65,33%,50%,0.0,2022-03-31 21:46:11.970931,180.34,70.31,
1350,16b89be2f5c16fba,Larissa Pacheco,"5' 7""",135 lbs.,--,Orthodox,"Sep 07, 1994",1.21,19%,4.14,55%,0.00,0%,0%,0.0,2022-03-31 21:46:11.970931,170.18,61.23,
1351,4834ff149dc9542a,Norifumi Yamamoto,"5' 4""",135 lbs.,"66""",Southpaw,"Mar 15, 1977",2.09,45%,2.01,57%,0.41,22%,45%,0.0,2022-03-31 21:46:11.970931,162.56,61.23,167.64
1352,7e208569469c8bc8,Ruan Potts,"6' 2""",247 lbs.,"75""",Orthodox,"Feb 23, 1978",0.85,37%,5.92,22%,0.75,16%,33%,2.3,2022-03-31 21:46:11.970931,187.96,112.04,190.5
1353,e4e0f310b3cf23a8,Alex Torres,"5' 10""",145 lbs.,--,Orthodox,"May 29, 1988",2.47,37%,2.73,69%,2.00,22%,50%,0.0,2022-03-31 21:46:11.970931,177.8,65.77,
1354,ed74afc8b5b47a61,William Macario,"5' 11""",170 lbs.,"75""",Orthodox,"Jul 01, 1991",4.92,54%,3.96,65%,1.85,45%,78%,0.0,2022-03-31 21:46:11.970931,180.34,77.11,190.5
1355,700a674c042b7a96,Cody Gibson,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 11, 1987",2.47,31%,2.54,63%,1.85,38%,58%,0.4,2022-03-31 21:46:11.970931,177.8,61.23,180.34
1356,1d36f1ac66cf689d,Josh Shockley,"6' 1""",155 lbs.,--,Orthodox,"Nov 15, 1989",1.40,33%,1.75,60%,0.00,0%,61%,0.8,2022-03-31 21:46:11.970931,185.42,70.31,
1357,b4c96c3d9139bf0e,Patrick Walsh,"5' 11""",185 lbs.,--,,"Nov 28, 1988",2.03,19%,2.83,64%,3.00,54%,100%,1.5,2022-03-31 21:46:11.970931,180.34,83.91,
1358,a4dc47001f202bcd,Rodrigo de Lima,"5' 7""",155 lbs.,--,Orthodox,"Mar 12, 1991",1.29,33%,5.50,32%,2.66,36%,0%,1.3,2022-03-31 21:46:11.970931,170.18,70.31,
1359,701e057d63c124d9,Ian McCall,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984",3.59,39%,3.25,67%,2.08,30%,88%,0.0,2022-03-31 21:46:11.970931,165.1,56.7,162.56
1360,9147679e1a4ad4a3,Richardson Moreira,"6' 2""",185 lbs.,--,Orthodox,"Mar 31, 1984",1.17,28%,1.83,67%,0.00,0%,100%,0.0,2022-03-31 21:46:11.970931,187.96,83.91,
1361,993d385f5a475375,Andy Enz,"6' 3""",185 lbs.,"78""",Orthodox,"Aug 15, 1991",3.51,23%,5.32,57%,0.00,0%,58%,0.0,2022-03-31 21:46:11.970931,190.5,83.91,198.12
1362,902ab9197b83d0db,Phil Davis,"6' 2""",205 lbs.,"79""",Orthodox,"Sep 25, 1984",2.85,34%,1.33,72%,2.99,38%,72%,0.6,2022-03-31 21:46:11.970931,187.96,92.99,200.66
1363,3f52ce18fb98008f,Akira Corassani,"5' 8""",145 lbs.,"68""",Orthodox,"Aug 27, 1982",3.25,45%,4.91,50%,0.70,28%,86%,0.0,2022-03-31 21:46:11.970931,172.72,65.77,172.72
1364,b6c4451cb13c9303,Andy Ogle,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 16, 1989",2.24,44%,2.23,50%,1.44,26%,58%,0.0,2022-03-31 21:46:11.970931,172.72,65.77,175.26
1365,1d4bbaabd8b60173,Stanislav Nedkov,"5' 11""",205 lbs.,"71""",Orthodox,"Dec 09, 1981",3.33,43%,5.39,43%,2.77,41%,0%,0.0,2022-03-31 21:46:11.970931,180.34,92.99,180.34
1366,a7de976620f2ed13,Shane Howell,"5' 8""",125 lbs.,--,Orthodox,"Nov 28, 1983",1.27,32%,2.55,42%,0.00,0%,20%,0.0,2022-03-31 21:46:11.970931,172.72,56.7,
1367,7b39035fae7268b8,Matt Van Buren,"6' 5""",205 lbs.,--,,"Jun 12, 1986",7.73,45%,6.82,49%,0.00,0%,50%,0.0,2022-03-31 21:46:11.970931,195.58,92.99,
1368,3a524c6700addc24,Tateki Matsuda,"5' 7""",125 lbs.,--,Orthodox,"Feb 27, 1986",3.20,34%,3.43,69%,0.00,0%,16%,0.0,2022-03-31 21:46:11.970931,170.18,56.7,
1369,b72a60a0cadff408,Louis Gaudinot,"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984",2.34,37%,6.42,48%,0.57,40%,31%,1.1,2022-03-31 21:46:11.970931,160.02,56.7,160.02
1370,a20d7dfaba74c067,Rodrigo Damm,"5' 7""",155 lbs.,"71""",Orthodox,"Feb 03, 1980",3.50,36%,5.61,57%,0.44,16%,80%,0.3,2022-03-31 21:46:11.970931,170.18,70.31,180.34
1371,a9bcf8717dd12532,Mats Nilsson,"6' 1""",170 lbs.,--,Orthodox,"Dec 05, 1983",2.99,39%,5.62,63%,3.87,83%,44%,2.3,2022-03-31 21:46:11.970931,185.42,77.11,
1372,4ae4049426e0161d,Alexis Dufresne,"5' 9""",135 lbs.,--,Orthodox,"Aug 31, 1990",1.33,27%,3.33,60%,1.50,50%,50%,0.0,2022-03-31 21:46:11.970931,175.26,61.23,
1373,b7ad576b8ae115e6,Mike Rhodes,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 04, 1989",3.20,39%,4.13,64%,0.96,33%,75%,0.5,2022-03-31 21:46:11.970931,185.42,77.11,187.96
1374,5fceb45939fc0c8a,Tom Niinimaki,"5' 9""",145 lbs.,"69""",Orthodox,"Jul 25, 1982",1.91,54%,2.31,58%,2.97,46%,33%,0.5,2022-03-31 21:46:11.970931,175.26,65.77,175.26
1375,a54fc2d6fc224dc3,Jamie Varner,"5' 8""",155 lbs.,"71""",Orthodox,"Oct 12, 1984",2.92,34%,2.55,58%,3.49,53%,66%,0.8,2022-03-31 21:46:11.970931,172.72,70.31,180.34
1376,8e8e4487c621aa1c,Joe Ellenberger,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 28, 1985",1.62,47%,3.45,48%,3.17,40%,0%,1.1,2022-03-31 21:46:11.970931,175.26,70.31,182.88
1377,129537073431e52e,Garett Whiteley,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 13, 1980",3.72,48%,4.04,46%,0.00,0%,27%,0.9,2022-03-31 21:46:11.970931,182.88,70.31,182.88
1378,fe91d254db77a7fc,Dustin Kimura,"5' 7""",135 lbs.,"71""",Orthodox,"May 21, 1989",1.33,21%,3.82,51%,0.93,37%,50%,2.2,2022-03-31 21:46:11.970931,170.18,61.23,180.34
1379,89a407032911e27e,Brendan Schaub,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",2.92,37%,2.22,57%,2.32,46%,72%,0.4,2022-03-31 21:46:11.970931,193.04,111.13,198.12
1380,b57edace7b647f07,Matt Hobar,"5' 10""",135 lbs.,"70""",Southpaw,"Jan 07, 1987",3.23,42%,4.27,52%,3.66,44%,50%,0.0,2022-03-31 21:46:11.970931,177.8,61.23,177.8
1381,c295de4e10acd4c9,Isaac Vallie-Flagg,"5' 8""",155 lbs.,"70""",Orthodox,"Apr 08, 1978",5.56,47%,5.60,45%,0.20,12%,58%,0.0,2022-03-31 21:46:11.970931,172.72,70.31,177.8
1382,5f04e3d58d9ce982,Yves Edwards,"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",2.91,42%,2.34,66%,0.76,53%,69%,0.7,2022-03-31 21:46:11.970931,175.26,70.31,185.42
1383,85d0fafb8b75d634,Juan Manuel Puig,"5' 9""",145 lbs.,--,Orthodox,"Apr 23, 1989",4.91,23%,7.17,51%,0.00,0%,0%,0.0,2022-03-31 21:46:11.970931,175.26,65.77,
1384,bad8be5827ea1bf1,Chris Heatherly,"5' 9""",155 lbs.,--,Orthodox,"Nov 24, 1987",1.08,45%,2.67,52%,3.39,50%,100%,0.7,2022-03-31 21:46:11.970931,175.26,70.31,
1385,e9e7e1c8ff289e1b,Humberto Brown Morrison,"5' 10""",145 lbs.,--,,"Nov 03, 1984",1.71,50%,2.19,62%,1.43,25%,0%,0.0,2022-03-31 21:46:11.970931,177.8,65.77,
1386,c4731f43693b96b8,Rodolfo Rubio Perez,"5' 5""",145 lbs.,--,Orthodox,"Jan 29, 1987",1.13,36%,1.00,62%,2.00,33%,33%,0.0,2022-03-31 21:46:11.970931,165.1,65.77,
1387,98f6da59d765ec94,Charlie Brenneman,"5' 10""",155 lbs.,"70""",Orthodox,"Feb 09, 1981",1.52,56%,1.55,46%,4.23,42%,72%,0.0,2022-03-31 21:46:11.970931,177.8,70.31,177.8
1388,c10eb2f12c489f6d,Tim Gorman,"5' 5""",135 lbs.,--,Southpaw,"Apr 29, 1983",2.73,31%,5.57,46%,1.00,9%,33%,0.0,2022-03-31 21:46:11.970931,165.1,61.23,
1389,fb79582c410d049e,Wagner Silva,"6' 0""",170 lbs.,--,Orthodox,"Feb 07, 1987",1.69,29%,2.87,65%,0.00,0%,58%,0.0,2022-03-31 21:46:11.970931,182.88,77.11,
1390,d403b1a6f278c95e,Vagner Rocha,"5' 10""",155 lbs.,"73""",Orthodox,"Jun 06, 1982",2.64,42%,4.50,48%,1.40,33%,50%,1.9,2022-03-31 21:46:11.970931,177.8,70.31,185.42
1391,e7fe5315b1efeb92,Guto Inocente,"6' 3""",205 lbs.,--,Orthodox,"May 29, 1986",4.13,66%,2.92,54%,0.67,33%,66%,0.7,2022-03-31 21:46:11.970931,190.5,92.99,
1392,2284092f8b63273b,Luke Zachrich,"6' 2""",185 lbs.,"74""",Orthodox,"Dec 19, 1981",4.56,32%,4.46,62%,0.74,33%,80%,0.0,2022-03-31 21:46:11.970931,187.96,83.91,187.96
1393,1ed32eaaba9ffe10,Jumabieke Tuerxun,"5' 7""",135 lbs.,--,Orthodox,"Apr 17, 1986",1.60,28%,3.08,59%,0.47,11%,66%,0.9,2022-03-31 21:46:11.970931,170.18,61.23,
1394,7abe471b61725980,Fabricio Camoes,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 23, 1978",1.29,33%,1.85,61%,2.34,32%,20%,1.5,2022-03-31 21:46:11.970931,177.8,70.31,180.34
1395,da1d8d76404bb6b5,Bruno Santos,"5' 9""",185 lbs.,--,Orthodox,"Jul 17, 1987",1.18,46%,2.27,56%,3.00,37%,66%,0.3,2022-03-31 21:46:11.970931,175.26,83.91,
1396,6bf5a7d3e081ade2,Anthony Njokuani,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 01, 1980",3.94,46%,2.41,65%,0.50,45%,53%,0.2,2022-03-31 21:46:11.970931,185.42,70.31,190.5
1397,8abf70f79e9e27c2,Tor Troeng,"6' 2""",185 lbs.,--,Orthodox,"Jan 25, 1983",1.16,46%,3.26,32%,0.62,7%,66%,0.3,2022-03-31 21:46:11.970931,187.96,83.91,
1398,b406da701c479076,Ernest Chavez,"5' 8""",145 lbs.,"70""",Orthodox,"Jun 27, 1983",2.79,40%,3.89,59%,0.89,33%,50%,0.0,2022-03-31 21:46:11.970931,172.72,65.77,177.8
1399,2650e2f846a30f64,Amir Sadollah,"5' 10""",170 lbs.,"75""",Orthodox,"Aug 27, 1980",4.71,46%,3.55,60%,0.57,27%,60%,0.3,2022-03-31 21:46:11.970931,177.8,77.11,190.5
1400,276c60b14b571dd4,Takenori Sato,"5' 10""",170 lbs.,--,Southpaw,"Jun 08, 1985",0.46,33%,12.92,9%,0.00,0%,0%,0.0,2022-03-31 21:46:11.970931,177.8,77.11,
1401,c4af2feb4b58bc3b,Kazuki Tokudome,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987",2.26,41%,3.63,53%,2.00,38%,78%,0.0,2022-03-31 21:46:11.970931,180.34,70.31,185.42
1402,36207c58e854cae5,Dashon Johnson,"5' 7""",145 lbs.,--,Orthodox,"Jan 25, 1988",1.01,69%,3.83,35%,0.85,33%,63%,0.8,2022-03-31 21:46:11.970931,170.18,65.77,
1403,30a09e43f15f1d75,Paulo Thiago,"5' 11""",170 lbs.,"74""",Orthodox,"Jan 25, 1981",1.71,39%,1.99,63%,1.42,31%,63%,1.2,2022-03-31 21:46:11.970931,180.34,77.11,187.96
1404,ffc3e6daaa6da0b7,Johnny Bedford,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",4.53,50%,1.75,63%,1.83,62%,62%,0.0,2022-03-31 21:46:11.970931,177.8,61.23,180.34
1405,3591d0d5d382a381,Francis Carmont,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 11, 1981",2.22,42%,1.64,59%,1.79,36%,73%,0.6,2022-03-31 21:46:11.970931,190.5,92.99,198.12
1406,d4f364dd076bb0e2,Cung Le,"5' 9""",185 lbs.,"70""",Southpaw,"May 25, 1972",4.36,48%,2.98,66%,1.37,71%,88%,0.3,2022-03-31 21:46:11.970931,175.26,83.91,177.8
1407,d3c554d6e11fc9d6,Jianping Yang,"5' 7""",145 lbs.,--,Orthodox,"Nov 27, 1988",1.40,26%,2.07,65%,1.00,25%,33%,0.0,2022-03-31 21:46:11.970931,170.18,65.77,
